resident_status_code	race_desc_victim	ethnicity_name_victim	pub_agency_name	offense_name	location_name	weapon_name	injury_name	relationship_name	incident_isweekend
N	American Indian or Alaska Native	Not Hispanic or Latino	Fargo	Simple Assault	Drug Store/Doctor's Office/Hospital	Personal Weapons	Minor Injury	Victim Was Stranger	False
N	American Indian or Alaska Native	Not Hispanic or Latino	Grand Forks	Simple Assault	Hotel/Motel/Etc.	Personal Weapons	None	Victim was Otherwise Known	True
R	Asian	Not Hispanic or Latino	Grand Forks	Fondling	Residence/Home	Personal Weapons	None	Victim Was Acquaintance	True
R	White	Not Hispanic or Latino	Fargo	Aggravated Assault	Service/Gas Station	Other Firearm	Possible Internal Injury	Victim Was Acquaintance	True
R	Unknown	Unknown	Watford City	Simple Assault	Residence/Home	Personal Weapons	Minor Injury	Victim Was Boyfriend/Girlfriend	True
R	White	Not Hispanic or Latino	Bismarck	Simple Assault	Residence/Home	Personal Weapons	None	Victim Was Ex-Relationship (Ex-Boyfriend/Girlfriend)	True
N	White	Not Hispanic or Latino	Walsh	Aggravated Assault	Residence/Home	Other	Minor Injury	Victim Was Boyfriend/Girlfriend	True
R	White	Not Hispanic or Latino	Williston	Simple Assault	Residence/Home	Personal Weapons	Minor Injury	Victim Was Acquaintance	False
R	White	Not Hispanic or Latino	Eddy	Aggravated Assault	Residence/Home	Personal Weapons	Unconscious	Victim Was Boyfriend/Girlfriend	True
R	Black or African American	Not Hispanic or Latino	Fargo	Aggravated Assault	Residence/Home	Asphyxiation	Possible Internal Injury	Victim Was Ex-Relationship (Ex-Boyfriend/Girlfriend)	True
R	White	Not Hispanic or Latino	Williston	Simple Assault	Residence/Home	Personal Weapons	Minor Injury	Victim Was Stranger	True
N/A	White	Not Hispanic or Latino	Ward	Simple Assault	Other/Unknown	Personal Weapons	Minor Injury	Victim Was Acquaintance	False
R	White	Not Hispanic or Latino	Fargo	Intimidation	Residence/Home	N/A	N/A	Victim Was Ex-Relationship (Ex-Boyfriend/Girlfriend)	False
R	Black or African American	Not Hispanic or Latino	Fargo	Aggravated Assault	Residence/Home	Knife/Cutting Instrument	Possible Internal Injury	Victim Was Ex-Relationship (Ex-Boyfriend/Girlfriend)	True
R	White	Not Hispanic or Latino	Morton	Simple Assault	Residence/Home	Personal Weapons	Minor Injury	Victim Was Boyfriend/Girlfriend	False
R	White	Not Hispanic or Latino	Bismarck	Intimidation	Bar/Nightclub	N/A	N/A	Victim Was Stranger	False
R	White	Not Hispanic or Latino	Jamestown	Simple Assault	Highway/Road/Alley/Street/Sidewalk	Personal Weapons	Minor Injury	Victim Was Acquaintance	False
R	White	Not Hispanic or Latino	Fargo	Simple Assault	Highway/Road/Alley/Street/Sidewalk	Personal Weapons	None	Victim was Otherwise Known	True
R	White	Unknown	Grand Forks	Simple Assault	Residence/Home	Other	Minor Injury	Victim Was Acquaintance	False
N	American Indian or Alaska Native	Not Hispanic or Latino	West Fargo	Simple Assault	School-Elementary/Secondary	Personal Weapons	None	Victim Was Sibling	False
R	American Indian or Alaska Native	Not Hispanic or Latino	Turtle Mountain Agency	Simple Assault	Highway/Road/Alley/Street/Sidewalk	Personal Weapons	None	Victim Was Acquaintance	True
R	White	Not Hispanic or Latino	Emmons	Simple Assault	School-Elementary/Secondary	Personal Weapons	Minor Injury	Victim Was In-law	False
R	White	Not Hispanic or Latino	Grand Forks	Aggravated Assault	Highway/Road/Alley/Street/Sidewalk	Asphyxiation	Minor Injury	Victim Was Offender	False
R	White	Not Hispanic or Latino	Bismarck	Simple Assault	Residence/Home	Personal Weapons	Minor Injury	Victim Was Boyfriend/Girlfriend	False
R	White	Not Hispanic or Latino	Williston	Intimidation	Residence/Home	N/A	N/A	Victim Was Sibling	False
R	White	Not Hispanic or Latino	Fargo	Intimidation	Residence/Home	N/A	N/A	Victim Was Ex-Relationship (Ex-Boyfriend/Girlfriend)	False
R	American Indian or Alaska Native	Not Hispanic or Latino	Mandan	Simple Assault	Residence/Home	Personal Weapons	Minor Injury	Victim Was Child	False
N	White	Not Hispanic or Latino	Fargo	Simple Assault	Highway/Road/Alley/Street/Sidewalk	Personal Weapons	None	Victim Was Boyfriend/Girlfriend	True
R	White	Not Hispanic or Latino	Ransom	Aggravated Assault	Residence/Home	Personal Weapons	Apparent Broken Bones	Victim was Ex-Spouse	True
R	White	Not Hispanic or Latino	Lisbon	Simple Assault	Highway/Road/Alley/Street/Sidewalk	Personal Weapons	Minor Injury	Victim Was Offender	False
N/A	White	Not Hispanic or Latino	Fargo	Intimidation	School-Elementary/Secondary	N/A	N/A	Victim was Otherwise Known	False
R	White	Not Hispanic or Latino	Bismarck	Simple Assault	Other/Unknown	Personal Weapons	None	Victim was Otherwise Known	False
N	White	Not Hispanic or Latino	Burleigh	Fondling	Residence/Home	Unknown	Minor Injury	Relationship Unknown	False
R	American Indian or Alaska Native	Not Hispanic or Latino	Turtle Mountain Agency	Intimidation	Residence/Home	N/A	N/A	Victim Was Acquaintance	False
R	Black or African American	Not Hispanic or Latino	Fargo	Simple Assault	Residence/Home	Personal Weapons	None	Victim Was Sibling	True
N	American Indian or Alaska Native	Not Hispanic or Latino	Fargo	Simple Assault	Hotel/Motel/Etc.	Personal Weapons	Minor Injury	Victim was Otherwise Known	False
R	White	Not Hispanic or Latino	West Fargo	Simple Assault	Residence/Home	Personal Weapons	Minor Injury	Victim Was Offender	False
R	White	Not Hispanic or Latino	Fargo	Simple Assault	Bar/Nightclub	Personal Weapons	Minor Injury	Victim Was Stranger	True
R	White	Unknown	Fargo	Simple Assault	Residence/Home	Personal Weapons	None	Victim Was Neighbor	True
R	White	Not Hispanic or Latino	Divide	Simple Assault	Residence/Home	Other	None	Relationship Unknown	False
R	American Indian or Alaska Native	Not Hispanic or Latino	Bottineau	Simple Assault	Residence/Home	Personal Weapons	Minor Injury	Victim Was Sibling	False
R	Black or African American	Not Hispanic or Latino	Fargo	Simple Assault	Residence/Home	Personal Weapons	None	Victim Was Offender	False
R	White	Not Specified	Minot	Simple Assault	Arena/Stadium/Fairgrounds/Coliseum	Personal Weapons	Minor Injury	Victim Was Stranger	True
R	White	Not Hispanic or Latino	Fargo	Simple Assault	Restaurant	Personal Weapons	None	Victim Was Offender	True
R	White	Not Hispanic or Latino	Wahpeton	Aggravated Assault	Residence/Home	Personal Weapons	Possible Internal Injury	Victim Was Boyfriend/Girlfriend	False
R	White	Not Hispanic or Latino	Burleigh	Fondling	Residence/Home	Personal Weapons	Possible Internal Injury	Victim Was Other Family Member	False
N/A	American Indian or Alaska Native	Not Hispanic or Latino	Dickey	Simple Assault	Residence/Home	Personal Weapons	None	Victim Was Boyfriend/Girlfriend	True
R	Black or African American	Not Hispanic or Latino	Fargo	Simple Assault	Residence/Home	Personal Weapons	Minor Injury	Victim Was Boyfriend/Girlfriend	False
R	White	Not Specified	Minot	Fondling	Residence/Home	Personal Weapons	None	Victim Was Sibling	False
R	White	Not Hispanic or Latino	Fargo	Simple Assault	Shelter-Mission/Homeless	Personal Weapons	Minor Injury	Victim was Otherwise Known	False
R	Black or African American	Not Hispanic or Latino	Fargo	Aggravated Assault	Daycare Facility	Personal Weapons	Possible Internal Injury	Victim Was Babysittee	False
R	White	Not Hispanic or Latino	Fargo	Simple Assault	Residence/Home	Personal Weapons	Minor Injury	Victim Was Acquaintance	True
R	White	Unknown	Fargo	Intimidation	Residence/Home	N/A	N/A	Victim Was Stranger	False
R	White	Not Hispanic or Latino	Jamestown	Simple Assault	Residence/Home	Personal Weapons	None	Victim Was Ex-Relationship (Ex-Boyfriend/Girlfriend)	False
R	White	Not Hispanic or Latino	Bismarck	Simple Assault	Restaurant	Personal Weapons	Minor Injury	Victim was Otherwise Known	True
R	American Indian or Alaska Native	Not Hispanic or Latino	Grand Forks	Rape	Residence/Home	Personal Weapons	None	Victim Was Stranger	False
R	White	Unknown	Golden Valley	Intimidation	Other/Unknown	N/A	N/A	Victim Was Ex-Relationship (Ex-Boyfriend/Girlfriend)	False
R	Black or African American	Not Hispanic or Latino	Fargo	Simple Assault	Residence/Home	Personal Weapons	Minor Injury	Victim Was Offender	False
R	White	Not Hispanic or Latino	Fargo	Simple Assault	Residence/Home	Personal Weapons	None	Victim Was Ex-Relationship (Ex-Boyfriend/Girlfriend)	True
R	White	Hispanic or Latino	Mandan	Intimidation	Residence/Home	N/A	N/A	Victim Was Ex-Relationship (Ex-Boyfriend/Girlfriend)	True
R	White	Not Hispanic or Latino	Fargo	Simple Assault	Residence/Home	Personal Weapons	Minor Injury	Victim Was Stranger	False
N/A	American Indian or Alaska Native	Not Hispanic or Latino	Bismarck	Aggravated Assault	Park/Playground	Knife/Cutting Instrument	Minor Injury	Victim Was Stranger	False
R	White	Not Hispanic or Latino	Emmons	Simple Assault	Residence/Home	Personal Weapons	None	Victim Was Grandparent	True
R	White	Not Hispanic or Latino	Fargo	Simple Assault	Residence/Home	Personal Weapons	Minor Injury	Victim Was Ex-Relationship (Ex-Boyfriend/Girlfriend)	True
R	American Indian or Alaska Native	Not Hispanic or Latino	Grand Forks	Aggravated Assault	Highway/Road/Alley/Street/Sidewalk	Personal Weapons	Severe Laceration	Victim was Otherwise Known	True
R	White	Not Hispanic or Latino	West Fargo	Intimidation	Residence/Home	N/A	N/A	Victim Was Spouse	True
R	Black or African American	Not Hispanic or Latino	Fargo	Aggravated Assault	Residence/Home	Other	Other Major Injury	Victim Was Acquaintance	True
N/A	American Indian or Alaska Native	Not Hispanic or Latino	Ward	Aggravated Assault	Residence/Home	Blunt Object	Possible Internal Injury	Victim Was Child	False
R	American Indian or Alaska Native	Not Hispanic or Latino	Fargo	Simple Assault	Residence/Home	Personal Weapons	None	Victim Was Boyfriend/Girlfriend	False
R	White	Not Hispanic or Latino	Killdeer	Intimidation	Residence/Home	N/A	N/A	Victim Was Ex-Relationship (Ex-Boyfriend/Girlfriend)	False
N	White	Not Hispanic or Latino	Grafton	Simple Assault	Highway/Road/Alley/Street/Sidewalk	Personal Weapons	Minor Injury	Relationship Unknown	False
R	Black or African American	Not Hispanic or Latino	Fargo	Aggravated Assault	Residence/Home	Handgun	None	Victim Was Acquaintance	True
R	American Indian or Alaska Native	Not Hispanic or Latino	Turtle Mountain Agency	Simple Assault	Residence/Home	None	None	Victim Was Parent	True
R	American Indian or Alaska Native	Not Hispanic or Latino	Turtle Mountain Agency	Simple Assault	Commercial/Office Building	None	None	Victim Was Boyfriend/Girlfriend	False
R	White	Not Specified	Mandan	Intimidation	Hotel/Motel/Etc.	N/A	N/A	Victim Was Friend	True
R	White	Not Hispanic or Latino	Fargo	Simple Assault	Residence/Home	Personal Weapons	Minor Injury	Victim Was Parent	False
R	American Indian or Alaska Native	Not Hispanic or Latino	Turtle Mountain Agency	Simple Assault	Highway/Road/Alley/Street/Sidewalk	None	None	Victim Was Spouse	False
R	American Indian or Alaska Native	Not Hispanic or Latino	Turtle Mountain Agency	Simple Assault	Bar/Nightclub	None	None	Victim Was Ex-Relationship (Ex-Boyfriend/Girlfriend)	True
R	White	Not Hispanic or Latino	Fargo	Simple Assault	Residence/Home	Personal Weapons	None	Victim Was Boyfriend/Girlfriend	False
N	White	Not Hispanic or Latino	West Fargo	Aggravated Assault	Residence/Home	Personal Weapons	Severe Laceration	Victim Was Friend	False
R	White	Not Hispanic or Latino	Bismarck	Simple Assault	Bar/Nightclub	Personal Weapons	Minor Injury	Victim Was Stranger	True
R	White	Not Hispanic or Latino	Grand Forks	Fondling	Residence/Home	Personal Weapons	Minor Injury	Victim Was Boyfriend/Girlfriend	True
N	White	Not Hispanic or Latino	West Fargo	Simple Assault	Residence/Home	Personal Weapons	Minor Injury	Victim was Otherwise Known	False
N/A	White	Not Hispanic or Latino	Bismarck	Simple Assault	Highway/Road/Alley/Street/Sidewalk	Personal Weapons	None	Victim was Otherwise Known	False
R	White	Not Hispanic or Latino	Williston	Simple Assault	Residence/Home	Personal Weapons	Minor Injury	Victim Was Child	False
R	White	Not Specified	Mandan	Intimidation	Residence/Home	N/A	N/A	Victim Was Other Family Member	False
R	White	Not Hispanic or Latino	Grand Forks	Simple Assault	Residence/Home	Personal Weapons	Minor Injury	Victim Was Friend	False
R	American Indian or Alaska Native	Not Hispanic or Latino	Standing Rock Agency	Intimidation	Residence/Home	N/A	N/A	Victim Was Acquaintance	True
N	White	Not Hispanic or Latino	Ransom	Statutory Rape	Highway/Road/Alley/Street/Sidewalk	N/A	N/A	Victim Was Acquaintance	False
R	American Indian or Alaska Native	Not Hispanic or Latino	Burleigh	Rape	Camp/Campground	Personal Weapons	Possible Internal Injury	Victim was Otherwise Known	False
R	White	Not Hispanic or Latino	Fargo	Simple Assault	Residence/Home	Personal Weapons	Minor Injury	Victim Was Offender	False
R	White	Not Specified	Grand Forks	Simple Assault	Residence/Home	Personal Weapons	Minor Injury	Victim Was Spouse	False
R	White	Not Hispanic or Latino	North Dakota State University	Fondling	School-College/University	None	None	Victim Was Neighbor	False
R	Black or African American	Not Hispanic or Latino	Minot	Aggravated Assault	Highway/Road/Alley/Street/Sidewalk	Motor Vehicle/Vessel	Minor Injury	Victim Was Ex-Relationship (Ex-Boyfriend/Girlfriend)	False
R	American Indian or Alaska Native	Not Hispanic or Latino	Turtle Mountain Agency	Simple Assault	Residence/Home	None	None	Victim Was Acquaintance	False
R	Black or African American	Not Hispanic or Latino	Fargo	Simple Assault	Residence/Home	Personal Weapons	Minor Injury	Victim Was Boyfriend/Girlfriend	False
R	Black or African American	Not Hispanic or Latino	Minot	Aggravated Assault	School-Elementary/Secondary	Personal Weapons	Unconscious	Victim was Otherwise Known	False
N/A	White	Not Hispanic or Latino	Fargo	Intimidation	Residence/Home	N/A	N/A	Victim Was Stranger	False
R	White	Not Hispanic or Latino	Fargo	Simple Assault	Highway/Road/Alley/Street/Sidewalk	Personal Weapons	Minor Injury	Victim was Otherwise Known	True
N	White	Not Hispanic or Latino	West Fargo	Simple Assault	Bar/Nightclub	Personal Weapons	None	Victim was Otherwise Known	True
R	Black or African American	Not Hispanic or Latino	Fargo	Simple Assault	Residence/Home	Personal Weapons	Minor Injury	Victim was Otherwise Known	False
R	American Indian or Alaska Native	Not Hispanic or Latino	Fargo	Aggravated Assault	Residence/Home	Asphyxiation	Minor Injury	Victim Was Boyfriend/Girlfriend	False
R	White	Not Hispanic or Latino	Jamestown	Aggravated Assault	Residence/Home	Other	Severe Laceration	Victim Was Ex-Relationship (Ex-Boyfriend/Girlfriend)	False
R	White	Not Hispanic or Latino	Valley City	Intimidation	Highway/Road/Alley/Street/Sidewalk	N/A	N/A	Victim was Otherwise Known	False
R	White	Not Hispanic or Latino	Bismarck	Simple Assault	Residence/Home	Personal Weapons	Minor Injury	Victim Was Acquaintance	False
R	Black or African American	Not Hispanic or Latino	Fargo	Simple Assault	Residence/Home	Personal Weapons	Minor Injury	Victim Was Child	False
R	American Indian or Alaska Native	Not Hispanic or Latino	Turtle Mountain Agency	Intimidation	Residence/Home	N/A	N/A	Victim Was Acquaintance	False
R	American Indian or Alaska Native	Not Hispanic or Latino	Bismarck	Simple Assault	Residence/Home	Unknown	None	Victim was Otherwise Known	False
R	White	Not Hispanic or Latino	Fargo	Simple Assault	Highway/Road/Alley/Street/Sidewalk	Personal Weapons	Minor Injury	Victim was Otherwise Known	False
N	White	Not Specified	Grand Forks	Simple Assault	Residence/Home	Personal Weapons	Minor Injury	Victim was Otherwise Known	False
R	White	Not Hispanic or Latino	Williston	Aggravated Assault	Community Center	Asphyxiation	None	Victim Was Boyfriend/Girlfriend	False
R	White	Unknown	Fargo	Simple Assault	Residence/Home	Personal Weapons	Minor Injury	Victim Was Spouse	False
R	White	Not Hispanic or Latino	Fargo	Statutory Rape	Park/Playground	N/A	N/A	Victim Was Acquaintance	True
R	Black or African American	Not Hispanic or Latino	Beulah	Simple Assault	Residence/Home	Personal Weapons	Minor Injury	Victim Was Ex-Relationship (Ex-Boyfriend/Girlfriend)	False
R	American Indian or Alaska Native	Not Hispanic or Latino	Turtle Mountain Agency	Intimidation	Residence/Home	N/A	N/A	Victim Was Acquaintance	False
R	White	Hispanic or Latino	Fargo	Intimidation	Restaurant	N/A	N/A	Relationship Unknown	False
N	White	Not Hispanic or Latino	Wahpeton	Aggravated Assault	Parking/Drop Lot/Garage	Handgun	None	Victim Was Acquaintance	True
R	White	Not Hispanic or Latino	Williston	Aggravated Assault	Residence/Home	Personal Weapons	Unconscious	Victim Was Spouse	False
R	White	Not Hispanic or Latino	Grand Forks	Simple Assault	Bar/Nightclub	Personal Weapons	None	Victim Was Stranger	True
N	White	Not Hispanic or Latino	Bismarck	Simple Assault	Residence/Home	Personal Weapons	Minor Injury	Victim Was Stranger	False
R	White	Not Specified	Grand Forks	Intimidation	Hotel/Motel/Etc.	N/A	N/A	Victim was Otherwise Known	False
R	White	Not Hispanic or Latino	Dickinson	Simple Assault	Residence/Home	Other	Minor Injury	Victim Was Offender	False
R	White	Not Hispanic or Latino	Golden Valley	Simple Assault	School-Elementary/Secondary	Personal Weapons	Minor Injury	Victim Was Acquaintance	False
N	White	Not Hispanic or Latino	Williams	Fondling	Residence/Home	Unknown	None	Victim Was Stepchild	False
R	Black or African American	Not Hispanic or Latino	Wahpeton	Intimidation	Residence/Home	N/A	N/A	Victim Was Acquaintance	True
R	White	Not Hispanic or Latino	Fargo	Simple Assault	Residence/Home	Other	None	Victim Was Offender	True
