resident_status_code	race_desc_victim	ethnicity_name_victim	pub_agency_name	offense_name	location_name	weapon_name	injury_name	relationship_name	incident_isweekend
R	Black or African American	Not Hispanic or Latino	Fargo	Simple Assault	Residence/Home	Personal Weapons	Minor Injury	Victim Was Offender	False
R	White	Unknown	Stutsman	Rape	Residence/Home	Personal Weapons	Minor Injury	Victim Was Sibling	False
R	Black or African American	Not Hispanic or Latino	Fargo	Simple Assault	Residence/Home	Personal Weapons	Minor Injury	Victim Was Offender	False
R	Black or African American	Not Hispanic or Latino	Jamestown	Simple Assault	Residence/Home	Personal Weapons	None	Victim Was Friend	False
N/A	White	Not Hispanic or Latino	Grand Forks	Simple Assault	Residence/Home	Personal Weapons	Minor Injury	Victim Was Acquaintance	True
R	White	Not Hispanic or Latino	Devils Lake	Simple Assault	Residence/Home	Personal Weapons	Minor Injury	Victim Was Friend	False
R	White	Hispanic or Latino	Fargo	Intimidation	Residence/Home	N/A	N/A	Victim was Otherwise Known	False
N/A	American Indian or Alaska Native	Not Hispanic or Latino	Bismarck	Aggravated Assault	Residence/Home	Personal Weapons	Unconscious	Victim Was Boyfriend/Girlfriend	False
R	Black or African American	Not Hispanic or Latino	Walsh	Intimidation	Residence/Home	N/A	N/A	Victim Was Spouse	False
N	Black or African American	Not Hispanic or Latino	West Fargo	Fondling	Residence/Home	Personal Weapons	Minor Injury	Victim Was Acquaintance	False
N/A	White	Not Hispanic or Latino	Fargo	Simple Assault	Residence/Home	Personal Weapons	None	Victim Was Offender	False
R	White	Not Hispanic or Latino	Minot	Intimidation	Residence/Home	N/A	N/A	Victim was Otherwise Known	False
R	American Indian or Alaska Native	Not Hispanic or Latino	Mandan	Aggravated Assault	Residence/Home	Firearm	Other Major Injury	Victim Was Grandchild	False
R	White	Hispanic or Latino	Grand Forks	Rape	Residence/Home	Asphyxiation	Minor Injury	Victim Was Acquaintance	False
N	White	Hispanic or Latino	Mandan	Simple Assault	Residence/Home	Personal Weapons	Minor Injury	Victim Was Ex-Relationship (Ex-Boyfriend/Girlfriend)	False
R	White	Not Hispanic or Latino	Garrison	Simple Assault	Residence/Home	Personal Weapons	None	Victim Was Spouse	True
R	American Indian or Alaska Native	Not Hispanic or Latino	Williston	Simple Assault	Bar/Nightclub	Personal Weapons	Minor Injury	Victim Was Ex-Relationship (Ex-Boyfriend/Girlfriend)	True
R	American Indian or Alaska Native	Not Hispanic or Latino	Turtle Mountain Agency	Simple Assault	Residence/Home	None	None	Victim Was Boyfriend/Girlfriend	False
R	Black or African American	Not Hispanic or Latino	West Fargo	Simple Assault	Residence/Home	Personal Weapons	Minor Injury	Victim was Otherwise Known	False
N	White	Not Hispanic or Latino	Fargo	Simple Assault	Residence/Home	Personal Weapons	None	Victim Was Ex-Relationship (Ex-Boyfriend/Girlfriend)	True
R	White	Not Hispanic or Latino	Williston	Aggravated Assault	Residence/Home	Personal Weapons	Minor Injury	Victim Was Child	True
R	Unknown	Not Hispanic or Latino	Grand Forks	Simple Assault	Residence/Home	Personal Weapons	Minor Injury	Victim Was Ex-Relationship (Ex-Boyfriend/Girlfriend)	False
R	White	Not Specified	Lamoure	Intimidation	School-Elementary/Secondary	N/A	N/A	Victim Was Acquaintance	False
R	White	Hispanic or Latino	Jamestown	Aggravated Assault	Residence/Home	Other	Minor Injury	Victim Was Other Family Member	True
N	Unknown	Not Specified	Grand Forks	Kidnapping/Abduction	Residence/Home	Personal Weapons	Minor Injury	Victim Was Stranger	True
N/A	White	Hispanic or Latino	Grand Forks	Simple Assault	Highway/Road/Alley/Street/Sidewalk	Personal Weapons	Minor Injury	Victim Was Offender	False
R	White	Not Hispanic or Latino	Williams	Aggravated Assault	Residence/Home	Blunt Object	Possible Internal Injury	Victim Was Boyfriend/Girlfriend	True
N	American Indian or Alaska Native	Not Hispanic or Latino	Fargo	Simple Assault	Hotel/Motel/Etc.	Personal Weapons	Minor Injury	Victim Was Boyfriend/Girlfriend	False
R	Black or African American	Not Hispanic or Latino	Fargo	Aggravated Assault	Residence/Home	Blunt Object	Severe Laceration	Victim Was Offender	True
N	White	Not Hispanic or Latino	West Fargo	Simple Assault	Parking/Drop Lot/Garage	Personal Weapons	Minor Injury	Victim Was Acquaintance	True
N	White	Not Hispanic or Latino	Devils Lake	Intimidation	Residence/Home	N/A	N/A	Victim Was Ex-Relationship (Ex-Boyfriend/Girlfriend)	False
N	White	Not Hispanic or Latino	Bismarck	Simple Assault	Residence/Home	Personal Weapons	Minor Injury	Victim Was Stranger	False
R	White	Not Hispanic or Latino	Bismarck	Simple Assault	Residence/Home	Personal Weapons	Minor Injury	Victim was Otherwise Known	False
R	American Indian or Alaska Native	Not Hispanic or Latino	Turtle Mountain Agency	Intimidation	Residence/Home	N/A	N/A	Victim Was Other Family Member	False
R	American Indian or Alaska Native	Not Hispanic or Latino	Fargo	Simple Assault	Residence/Home	Personal Weapons	Minor Injury	Victim Was Boyfriend/Girlfriend	False
R	White	Not Hispanic or Latino	Devils Lake	Simple Assault	Bar/Nightclub	Personal Weapons	Minor Injury	Victim Was Acquaintance	True
R	American Indian or Alaska Native	Not Hispanic or Latino	Grand Forks	Simple Assault	Residence/Home	Other	None	Victim Was Friend	False
N	White	Not Hispanic or Latino	Divide	Simple Assault	Bar/Nightclub	Personal Weapons	Minor Injury	Victim was Employee	False
R	White	Not Hispanic or Latino	Grand Forks	Simple Assault	Bar/Nightclub	Personal Weapons	Minor Injury	Victim Was Stranger	True
R	American Indian or Alaska Native	Not Hispanic or Latino	Bismarck	Simple Assault	Highway/Road/Alley/Street/Sidewalk	Personal Weapons	Minor Injury	Victim Was Boyfriend/Girlfriend	False
R	White	Not Hispanic or Latino	Fargo	Simple Assault	Hotel/Motel/Etc.	Personal Weapons	Minor Injury	Victim Was Other Family Member	False
N	White	Not Hispanic or Latino	Grand Forks	Aggravated Assault	Bar/Nightclub	Personal Weapons	Possible Internal Injury	Victim was Otherwise Known	True
R	White	Not Hispanic or Latino	Fargo	Simple Assault	Residence/Home	Personal Weapons	Minor Injury	Victim Was Acquaintance	True
R	White	Unknown	Fargo	Rape	Highway/Road/Alley/Street/Sidewalk	Personal Weapons	Possible Internal Injury	Victim Was Acquaintance	True
R	White	Not Hispanic or Latino	Fargo	Simple Assault	Residence/Home	Personal Weapons	Minor Injury	Victim Was Offender	True
N/A	White	Not Hispanic or Latino	Pembina	Simple Assault	Jail/Prison/Penitentiary/Corrections Facility	Personal Weapons	Minor Injury	Victim was Otherwise Known	False
R	White	Not Hispanic or Latino	Jamestown	Simple Assault	Residence/Home	Personal Weapons	None	Victim Was Offender	True
N	Black or African American	Not Hispanic or Latino	Fargo	Simple Assault	Residence/Home	Personal Weapons	None	Victim Was Acquaintance	False
R	White	Not Hispanic or Latino	Dickinson	Simple Assault	Residence/Home	Personal Weapons	Minor Injury	Victim Was Sibling	False
R	White	Not Hispanic or Latino	Fargo	Intimidation	Amusement Park	N/A	N/A	Victim Was Stranger	False
R	White	Not Hispanic or Latino	Fargo	Simple Assault	Residence/Home	Personal Weapons	None	Victim Was Offender	True
R	Black or African American	Not Hispanic or Latino	Fargo	Aggravated Assault	Residence/Home	Other	Minor Injury	Victim Was Acquaintance	False
N	American Indian or Alaska Native	Not Hispanic or Latino	Richland	Simple Assault	Residence/Home	Personal Weapons	Minor Injury	Victim Was Boyfriend/Girlfriend	False
R	White	Not Hispanic or Latino	Grand Forks	Fondling	Residence/Home	Unknown	None	Victim Was Stepchild	False
N	White	Unknown	Mandan	Simple Assault	Residence/Home	Personal Weapons	Minor Injury	Victim was Otherwise Known	False
N	American Indian or Alaska Native	Not Hispanic or Latino	Devils Lake	Aggravated Assault	Residence/Home	Blunt Object	Unconscious	Victim Was Boyfriend/Girlfriend	False
R	White	Not Hispanic or Latino	Bismarck	Simple Assault	Highway/Road/Alley/Street/Sidewalk	Personal Weapons	Minor Injury	Victim Was Boyfriend/Girlfriend	True
R	White	Not Hispanic or Latino	Divide	Simple Assault	Residence/Home	Personal Weapons	Minor Injury	Victim Was Spouse	False
R	American Indian or Alaska Native	Not Hispanic or Latino	Fargo	Simple Assault	Residence/Home	Personal Weapons	None	Victim Was Offender	True
R	Black or African American	Not Hispanic or Latino	Fargo	Simple Assault	Residence/Home	Personal Weapons	None	Victim Was Acquaintance	True
R	American Indian or Alaska Native	Not Hispanic or Latino	Devils Lake	Simple Assault	Residence/Home	Personal Weapons	Minor Injury	Relationship Unknown	False
R	White	Not Hispanic or Latino	Bismarck	Simple Assault	Hotel/Motel/Etc.	Personal Weapons	None	Victim Was Friend	True
R	White	Not Hispanic or Latino	Burleigh	Simple Assault	Residence/Home	Personal Weapons	Minor Injury	Victim Was Parent	False
R	American Indian or Alaska Native	Not Hispanic or Latino	Mercer	Simple Assault	Residence/Home	Personal Weapons	Minor Injury	Victim Was Boyfriend/Girlfriend	True
R	White	Not Hispanic or Latino	Bismarck	Intimidation	Residence/Home	N/A	N/A	Victim Was Ex-Relationship (Ex-Boyfriend/Girlfriend)	False
N/A	White	Not Hispanic or Latino	Fargo	Simple Assault	Residence/Home	Personal Weapons	Minor Injury	Victim was Otherwise Known	False
R	White	Not Hispanic or Latino	Fargo	Simple Assault	Bar/Nightclub	Personal Weapons	Minor Injury	Victim Was Other Family Member	True
R	White	Not Hispanic or Latino	Devils Lake	Simple Assault	Restaurant	Personal Weapons	Minor Injury	Victim was Otherwise Known	False
R	White	Not Hispanic or Latino	Fargo	Simple Assault	Department/Discount Store	Personal Weapons	Minor Injury	Victim Was Offender	False
N/A	White	Not Hispanic or Latino	Emerado	Simple Assault	Residence/Home	Personal Weapons	None	Victim Was Boyfriend/Girlfriend	False
R	American Indian or Alaska Native	Not Hispanic or Latino	Bismarck	Intimidation	Residence/Home	N/A	N/A	Victim Was Parent	False
N/A	White	Not Hispanic or Latino	Fargo	Simple Assault	Residence/Home	Personal Weapons	Minor Injury	Victim was Otherwise Known	False
R	White	Not Hispanic or Latino	Ransom	Intimidation	Residence/Home	N/A	N/A	Victim Was Friend	False
R	Black or African American	Not Hispanic or Latino	Fargo	Simple Assault	Drug Store/Doctor's Office/Hospital	Personal Weapons	Minor Injury	Victim Was Boyfriend/Girlfriend	False
R	White	Not Hispanic or Latino	Burleigh	Intimidation	Jail/Prison/Penitentiary/Corrections Facility	N/A	N/A	Relationship Unknown	True
R	White	Not Hispanic or Latino	Fargo	Simple Assault	Highway/Road/Alley/Street/Sidewalk	Personal Weapons	None	Victim Was Ex-Relationship (Ex-Boyfriend/Girlfriend)	False
R	White	Not Hispanic or Latino	Fargo	Aggravated Assault	Residence/Home	Asphyxiation	Possible Internal Injury	Victim Was Ex-Relationship (Ex-Boyfriend/Girlfriend)	True
R	White	Not Hispanic or Latino	Fargo	Intimidation	Highway/Road/Alley/Street/Sidewalk	N/A	N/A	Victim Was Stranger	False
R	Black or African American	Not Hispanic or Latino	Minot	Fondling	Residence/Home	Personal Weapons	None	Victim Was Friend	False
R	Black or African American	Not Hispanic or Latino	West Fargo	Simple Assault	Residence/Home	Personal Weapons	None	N/A	False
R	White	Not Hispanic or Latino	Jamestown	Aggravated Assault	Residence/Home	Personal Weapons	Severe Laceration	Victim Was Offender	False
N	White	Not Hispanic or Latino	Fargo	Simple Assault	Hotel/Motel/Etc.	Personal Weapons	None	Victim Was Boyfriend/Girlfriend	False
R	White	Not Hispanic or Latino	Williston	Simple Assault	Residence/Home	Personal Weapons	Minor Injury	Victim Was Child	True
R	Unknown	Unknown	Williston	Intimidation	Other/Unknown	N/A	N/A	Victim Was Acquaintance	True
R	White	Not Hispanic or Latino	Bismarck	Simple Assault	Residence/Home	Personal Weapons	Minor Injury	Victim Was Neighbor	False
R	White	Not Hispanic or Latino	Williston	Sodomy	Residence/Home	Personal Weapons	Possible Internal Injury	Victim Was Offender	False
R	White	Not Hispanic or Latino	Dickinson	Simple Assault	Bar/Nightclub	Personal Weapons	Minor Injury	Victim was Otherwise Known	True
N	American Indian or Alaska Native	Not Hispanic or Latino	Mountrail	Simple Assault	Residence/Home	Personal Weapons	Minor Injury	Victim Was Acquaintance	True
N	Black or African American	Not Hispanic or Latino	Bismarck	Simple Assault	Restaurant	Personal Weapons	Minor Injury	Victim Was Stranger	True
R	White	Not Hispanic or Latino	Mandan	Intimidation	Residence/Home	N/A	N/A	Victim was Otherwise Known	False
N/A	White	Unknown	Williams	Simple Assault	Residence/Home	Personal Weapons	None	Victim Was Spouse	False
R	White	Not Specified	Mandan	Intimidation	Residence/Home	N/A	N/A	Victim Was Stepsibling	True
R	Black or African American	Not Hispanic or Latino	Fargo	Aggravated Assault	Highway/Road/Alley/Street/Sidewalk	Knife/Cutting Instrument	None	Victim Was Acquaintance	False
R	White	Not Hispanic or Latino	Traill	Simple Assault	Highway/Road/Alley/Street/Sidewalk	Personal Weapons	Minor Injury	Victim Was Neighbor	True
R	Unknown	Not Hispanic or Latino	Barnes	Simple Assault	Highway/Road/Alley/Street/Sidewalk	Personal Weapons	Minor Injury	Victim Was Sibling	False
R	White	Not Hispanic or Latino	Dickinson	Simple Assault	Residence/Home	Other	Minor Injury	Victim Was Acquaintance	False
R	White	Not Hispanic or Latino	Fargo	Simple Assault	Residence/Home	Personal Weapons	Minor Injury	Victim Was Boyfriend/Girlfriend	False
R	White	Not Hispanic or Latino	Grand Forks	Intimidation	Residence/Home	N/A	N/A	Victim Was Ex-Relationship (Ex-Boyfriend/Girlfriend)	False
R	White	Not Hispanic or Latino	Bismarck	Intimidation	Bar/Nightclub	N/A	N/A	Victim Was Stranger	False
R	White	Hispanic or Latino	Williston	Simple Assault	Highway/Road/Alley/Street/Sidewalk	Other	None	Victim Was Friend	True
R	White	Hispanic or Latino	Fargo	Simple Assault	Residence/Home	Personal Weapons	Minor Injury	Victim Was Offender	False
R	Black or African American	Not Hispanic or Latino	Dickinson	Aggravated Assault	Residence/Home	Asphyxiation	Minor Injury	Victim Was Boyfriend/Girlfriend	False
N	Black or African American	Not Hispanic or Latino	Bismarck	Intimidation	Park/Playground	N/A	N/A	Relationship Unknown	False
R	White	Not Specified	McLean	Simple Assault	Residence/Home	Personal Weapons	Minor Injury	Victim Was Boyfriend/Girlfriend	True
N/A	White	Not Hispanic or Latino	Grand Forks	Simple Assault	Residence/Home	Personal Weapons	Minor Injury	Victim Was Offender	True
R	White	Not Hispanic or Latino	West Fargo	Simple Assault	School-Elementary/Secondary	Personal Weapons	None	Victim Was Acquaintance	False
R	White	Not Hispanic or Latino	Fargo	Intimidation	Restaurant	N/A	N/A	Victim Was Stranger	False
N	Black or African American	Not Hispanic or Latino	Grand Forks	Simple Assault	Jail/Prison/Penitentiary/Corrections Facility	Personal Weapons	None	Victim was Otherwise Known	True
R	American Indian or Alaska Native	Not Hispanic or Latino	Fargo	Intimidation	Residence/Home	N/A	N/A	Victim Was Stranger	False
N/A	White	Not Hispanic or Latino	Bismarck	Aggravated Assault	School-Elementary/Secondary	Blunt Object	Possible Internal Injury	Victim was Otherwise Known	False
R	Black or African American	Not Hispanic or Latino	Williston	Simple Assault	Residence/Home	Personal Weapons	Minor Injury	Victim Was Spouse	True
R	White	Not Hispanic or Latino	Grand Forks	Aggravated Assault	Residence/Home	Blunt Object	Unconscious	Victim Was Acquaintance	False
N/A	White	Not Hispanic or Latino	Mercer	Simple Assault	Service/Gas Station	Personal Weapons	Minor Injury	Victim Was Boyfriend/Girlfriend	False
N	White	Not Hispanic or Latino	Fargo	Simple Assault	Residence/Home	Personal Weapons	Minor Injury	Victim Was Acquaintance	False
N	White	Hispanic or Latino	Grand Forks	Aggravated Assault	Hotel/Motel/Etc.	Handgun	Possible Internal Injury	Victim Was Acquaintance	True
R	White	Not Hispanic or Latino	Fargo	Simple Assault	Residence/Home	Personal Weapons	None	Victim was Otherwise Known	False
R	White	Not Hispanic or Latino	Williston	Simple Assault	Residence/Home	Personal Weapons	Minor Injury	Victim Was Offender	False
R	White	Not Hispanic or Latino	Golden Valley	Simple Assault	Residence/Home	Personal Weapons	Minor Injury	Victim was Otherwise Known	False
N	Black or African American	Not Hispanic or Latino	Fargo	Simple Assault	Residence/Home	Personal Weapons	Minor Injury	Victim Was Offender	True
R	White	Hispanic or Latino	Valley City	Simple Assault	Residence/Home	Personal Weapons	None	Victim Was Offender	False
N	White	Not Specified	Grand Forks	Intimidation	Highway/Road/Alley/Street/Sidewalk	N/A	N/A	Victim Was Stranger	True
N	White	Hispanic or Latino	Richland	Simple Assault	Residence/Home	Personal Weapons	Minor Injury	Victim Was Offender	False
R	Black or African American	Not Hispanic or Latino	Bismarck	Simple Assault	Residence/Home	Personal Weapons	None	Victim Was Boyfriend/Girlfriend	True
R	Asian	Not Hispanic or Latino	Grand Forks	Simple Assault	School-Elementary/Secondary	Personal Weapons	Minor Injury	Victim Was Acquaintance	False
R	White	Not Hispanic or Latino	Fargo	Simple Assault	Residence/Home	Personal Weapons	None	Victim Was Offender	False
R	American Indian or Alaska Native	Not Hispanic or Latino	Mandan	Simple Assault	Highway/Road/Alley/Street/Sidewalk	Personal Weapons	Minor Injury	Victim Was Boyfriend/Girlfriend	False
R	White	Not Hispanic or Latino	Valley City	Intimidation	Highway/Road/Alley/Street/Sidewalk	N/A	N/A	Victim was Otherwise Known	False
R	White	Not Hispanic or Latino	Williston	Simple Assault	Park/Playground	Personal Weapons	Minor Injury	Victim Was Acquaintance	True
